Rising seawater leads to CT evacuations,"CAPE TOWN - Emergency services officials in Cape Town are on high alert because of rough sea conditions at many beaches across the Peninsula.

The Day of Goodwill is traditionally one of the busiest beach days on the Mother City's calendar.

The high tide, due to a new moon, resulted in flash floods and debris washing over roads along the West Coast and parts of False Bay on Friday morning.

Some homes were also flooded.

Officials say Baden Powell Drive was closed to traffic as teams worked to remove debris and sea sand off the road surface.

Campers also had to be relocated in Silverstroomstrand.

The municipality's Wilfred Solomon-Johannes said, ""The city's disaster response team had been dispatched to assess the damages.""

A group of campers in Ganzekraal and False Bay were evacuated earlier this morning.

National Sea Rescue Institute spokesperson Craig Lambinon urged bathers and surfers to be cautious today.

""We are asking bathers at beaches to be extremely cautious and all emergency services have been placed on high alert.""

City officials will also be out in their numbers to ensure people are safe and by-laws are enforced on beaches.

Traffic officers are tasked with managing the flow of people along the Atlantic seaboard as thousands head to popular spots like Clifton and Camps Bay.

Law enforcement officials have warned people not to consume alcohol at the city's beaches.

Authorities have already confiscated 4,000 bottles of liquor since the start of December.",natural event
Southern right whales visit sea point,"CAPE TOWN - Over a dozen Southern Right Whales had Sea Point residents buzzing on Thursday morning.

Some locals say it's unusual for whales to be sighted at this time of year but experts claim whale sightings aren't uncommon along the Atlantic Seaboard during summer.

Eyewitness News was invited to climb into a kayak to get as close as possible to the whales.

A small group of kayakers took to the water in spotting the large pod.

There were initially 15 whales, but as the day progressed, only a handful could be seen further off the coast.

Their deep calls could also be heard bellowing through the water.",sea life
Harmful Algal Bloom (Red Tide) outbreak in the Garden Route Coastal areas,"The Department of Environmental Affairs (DEA) can confirm that there is still Harmful Algal Bloom (HAB) also known as Red Tide, outbreak in some parts of the Garden route coastal area, affecting areas such as Plettenberg Bay, Knysna and Wilderness.

The bloom is normally caused by microscopic organisms that are found in the sea water and are able to photosynthesise. The characteristics of which is a redish brown colour of the water seen mostly on the sea surface. Three types of the microscopic organisms are Dinoflagellates, Diatoms and Ciliates which can be lifted to the surface during upwelling. This was first seen on Monday (07 December 2015) and the concentration has been constant since then. The bays are also visibly affected and some of these are areas where communities swim and fish.

The DEA is in touch with the Department of Agriculture Forestry and Fisheries (DAFF) as there is also fishing activities permitted in this area. The HAB is expected to last for the next couple of days to a few weeks, as that is usually the case for HABs. Unfortunately nothing can be done about it as it is part of a natural process, however the expectation is that nature will take its course and the HAB will subside with time.

At this stage no wash ups and walk outs have been observed although the HAB can be toxic in nature. Toxicity of the HAB may lead to a large number of fish, like Crayfish, Shellfish, Linefish species and other marine organisms dying. This may also be as a result of low oxygen levels in the sea water from the death of phytoplankton.

The public is discouraged from fishing, bathing or swimming in an area of the outbreak until the condition is reported to be back to normal. Fish or marine organisms from the area may not be caught or consumed as the bloom could be toxic and may lead to death by Paralytic Shellfish Poisoning (PSP). Dinoflagellates are known to cause PSP, a toxin that can attack the nerve functioning in humans. There are and will continue to be talks between DEA, DAFF, Cape Nature, South African National Parks, South African Environmental Observation Network (SAON), Universities (NMMU) and other relevant and interested parties including the communities to deal with the situation.

HABs are natural phenomena in coastal waters caused by a dense accumulation of microscopic algae. These minute organisms carry pigments to photosynthesize which give HABs their typical reddish-brown appearance. HABs occur in most coastal regions of the world, and are particularly common in the productive west coast upwelling regions, such as the California, Humboldt, Canary, Somali and Benguela upwelling systems.

Some of the 29 algal species that are known worldwide for forming HABs are harmful because they contain toxins, which are poisonous to humans. Poisoning may either take place through the consumption of seafood that is contaminated by toxic algae, or by toxic aerosols or waterbound compounds that cause respiratory conditions and skin irritation. Other HABs cause harm through the depletion of oxygen (anoxia), which affects all marine creatures and can lead to mass mortalities of entire marine communities or mass walkouts of rock lobsters that try to escape the anoxic conditions.

Therefore HABs events can potentially have major environmental as well as societal implications, with knock-on effects on coastal economies.",red tide
Locals fume over Chinese fishing fleets,"Durban - Angry fishermen whose livelihoods depend on good catches say authorities are not doing enough to safeguard fish stocks from deep water fishing fleets accused of plundering our waters.

The accusation comes as the Department of Agriculture, Forestry and Fisheries investigates a fleet of nine Chinese fishing vessels intercepted within our economic exclusion zone just over a week ago. One of the vessels has been impounded in Cape Town, and the department has put out an alert to neighbouring countries to keep an eye on the suspicious ships.

On Saturday the department confirmed it was in discussions with the Chinese embassy and the fishing firm, through the Department of International Relations. Fisheries spokeswoman, Bomikazi Molapo said its monitoring systems showed the vessels had since left our waters.

And in an effort to close loop-holes that have allowed fish stocks to be exhausted along virtually all coastal countries, the AU is proposing drastic measures, including making inter-country fishing agreements transparent.

A source close to the AU probe said coastal countries on the continent would be able to push their GDP up by more than one percent if measures were put in place to deal with illegal, unreported and unregulated fishing.

Earlier reports by the AU suggest that piracy off the Somali coast was set off by the destruction of that country’s fishing industry through rampant illegal and unregulated fishing by foreign fleets, which turned placid fishermen into modern-day pirates.

China’s highly subsidised deep water fleet has fallen foul of our country’s fishing regulations in recent years by fishing without authorisation, and ignoring calls for on-board inspections, and the latest incident has left local fishing communities fuming.

They’re also concerned that the KZN coast will be more vulnerable to foreign fleets when Ezemvelo’s contract with Department of Agriculture, Forestry and Fisheries to monitor our waters comes to an end in two months, and the task returns to the department.

“This will create problems because the department does not have the resources and is experiencing major financial constrictions, so it would have been better if Ezemvelo continued Malapo said: “(The fisheries department) will manage KZN after the expiry of the contract.

“We want to allay the fears of everyone concerned by assuring them that (the fisheries department) will ensure that KZN is policed”.

Facebook posts just over a week ago raised the alarm after an armchair crusader, Mark Hicks of Pietermaritzburg, used a simple app to catch the fleet switching off their satellite tracking devices as they headed down the Eastern Cape coast where sardine stocks are amassing for their annual migration.

He posted screen shots showing how some of the boats had vanished for six hours.

Last Sunday, Nick Biggs posted on Facebook: “This trawler just went straight into the Kei Mouth marine protected area today presumably” towing a net.

“I could clearly see the line behind the vessel. We were fishing at Chintsa Bay and could not believe the audacity of these people to not only rape our coastline but to rape the marine protected areas as well.”

Augustyn cautioned against assuming guilt on the part of the fleet, saying they may have scattered simply to avoid being held up in port with red tape, had they complied with department orders to put in to port.

But not everyone agrees.

Community activist and spokesman for the KZN Fisherfolk Association, Desmond D’Sa believes “the wool has been pulled over the eyes of the public”.

“I believe government knew about this long ago and turned a blind eye to the Chinese raping our oceans.

“How else do you explain government pulling the plug on Ezemvelo in terms of their powers of jurisdiction over our seas?” D’Sa argued.

He also blamed the Chinese fishing vessels making illegal incursions into SA waters for the almost non-existent sardine phenomenon, which usually manifested along the KZN coastline.

“I don’t think we would see sardines landing on our shores as they did previously, the Chinese are intercepting them,” he said, adding that sardine fever boosted tourism and put food on the table.

He questioned why our navy was not more proactive in protecting our waters with all the sophisticated and expensive resources at its disposal.

“If our navy is not able to defend our oceans from fishing boats, what would happen if we were attacked?” D’Sa asked.

He said it was ironic that while local fishermen had to comply with stringent regulations, foreign fleets simply helped themselves unchecked.

“The fishermen, who usually struggle to eke out a living, are forced to pay as much as R700 for their permits. This is yet another example of the elite benefiting from the Chinese vessels taking our fish, yet the small man must pay the price.”

A Durban environmental lawyer, Tashya Giyapersad said there were no grey areas when it came to SA waters and the laws that governed them, therefore, it was unthinkable how Chinese fishing vessels were allowed to make rich pickings from our oceans with little or no censure.

“The Chinese fishing in our oceans flies in the face of domestic laws pertaining to international vessels entering national waters,” she said.",illegal fishing
Beached whale rescued of Plettenberg Bay,"File: A beached orca whale has been successfully returned to the ocean off Plettenberg Bay.

PLETTENBERG BAY - A beached Orca whale has been successfully returned to the ocean off Plettenberg Bay.

Commonly known as a killer whale, the Orca beached on Friday night.

Members of the public, along with the National Sea Rescue Institute (NSRI), used buckets of water to keep the animal hydrated.

After a number of efforts, the rescue team was able to get the whale into deeper water.

They had to swim while holding on to it in an attempt to coax it out to sea.

When it tried to return to shore, rescuers formed a line in the water, trying to prevent it from beaching again.

The whale was spotted swimming along the coast on Saturday.",waste
NSRI warns of strong currents,"CAPE TOWN - The National Sea Rescue Institute (NSRI) is warning of particularly strong currents in the next few days.

They are due to the full moon spring tide that starts today and peaks on Monday.

At the same time, police divers are continuing a search for a 30-year-old man who disappeared at Milnerton beach.

His disappearance was one of several drownings and near drownings that happened along the coast on New Year's Day.

The damage was not confined to the water.

In Jeffreys Bay, paramedics treated a husband and wife for stab wounds.

The NSRI's Craig Lambinon says, ""The husband was also treated for a head injury before being transported to hospital.""",natural event
Largest ever' pod of orcas visit Cape Coast,"CAPE TOWN - A large pod of killer whales has sparked great excitement among Cape Town ocean enthusiasts and water users.

Around 20 of the marine mammals were first seen on Sunday, before being spotted off the Simon's Town coast on Tuesday.

Local skipper David Hurwitz, who has been operating in the area for 18 years, described the sighting as the largest pod he has ever seen.

""What's really unique about the sighting is that transients pods usually travel in very small groups of between five and nine animals, but this group we estimated at about 18 or 20 animals.

A large pod of orcas spotted near Cape Point on 12 January 2015. Picture: Kayak Cape Town.

Calling the sighting 'terribly exciting', he added that the age range among the animals was extensive.

""There were two calves and one in particular couldn't have been older than a couple of days…""

Hurwitz, who has been filming orcas hunting dolphins in Cape waters since 2009, says the nature of this unique pod's visit is somewhat of a mystery.

He suggested that the animals may have been feeding on squid or Cape salmon.

""It was an incredible pod. They weren't hunting dolphins but they were definitely in the area for a purpose.""

Hurwitz has handed all the relevant information to a number of scientists in the hope that they will be able to shed light on the occurrence.

In the meantime an excited Hurwitz has his boat ready, hoping his network of spotters will report another sighting.

""We've found in the past they've tended to hang around and some pods have been seen around 10 days after the first sighting,"" he added.",sea life
CSIR technology “sees” vessels even if Automatic Identification Systems are off,"CSIR technology “sees” vessels even if Automatic Identification Systems are off

Technology developed by the Council for Scientific and Industrial Research (CSIR) was integral to identifying and locating foreign trawlers fishing illegally in South Africa’s exclusive economic zone (EEZ) last month.The EEZ is more than one and a half million square kilometres of ocean home to a diverse and rich marine ecology, the Pretoria-headquartered national research organisation said. This makes it an easy target for illegal fishing because of the difficulty of effectively patrolling such a huge expanse of ocean. Illegal fishing vessels are able to hide in the deep ocean and remain undetected for months while stealing thousands of tons of fish, rightfully belonging to South Africa.“Under a month ago a large fishing vessel was detected in the South African EEZ using CSIR developed technology,” said Dr Waldo Kleynhans, the man who invented what is now called SeaFAR.“It utilises synthetic aperture radars, optical satellites and satellite automatic identification systems coupled with ‘clever algorithms’ to detect and identify vessels exhibiting suspicious behaviour.“Notwithstanding the vessel’s inactive transponder, SeaFAR was able to detect it. A satellite overpass was tasked from the SeaFAR system to obtain imagery (a synthetic aperture radar scene). It continued to monitor the EEZ and detected the same vessel with its transponders off.“We are carefully monitoring the movements of this vessel and other foreign flagged fishing vessels. We were able to match their Automatic Identification System (AIS) tracks and by using prediction algorithms were able to anticipate where they might be when the AIS is turned off,” he said.“And once we did all this, we were able to detect and locate the vessel using the synthetic aperture radar imagery which does not rely on transponder messages.”Lee Annamalai, competence area manager where SeaFAR is being developed, said: “We were able to monitor the EEZ in this manner and if they transit into South African territory again we will be onto them”.He is also contract manager for the development of the Department of Environmental Affairs’ Oceans And Coasts Information Management System (OCIMS). The system is a component of the Phakisa Ocean Economy programme and SeaFAR is one of the prioritised decision support tools for OCIMS.Annamalai said the export potential of SeaFAR was already being explored.“There is interest from several African coastal nations who are also combatting illegal fishing in their EEZs,” he said.Late last month a combined SA Navy/Department of Agriculture, Forestry and Fisheries (DAFF) task force escorted three foreign fishing vessels into East London harbour days after another foreign trawler was escorted into Cape Town harbour by another DAFF patrol vessel.Inspection and searches of the vessels in East London by a multi-agency team brought to light more than 600 tons of illegally caught squid and other species of fish.Indications, not confirmed by either DAFF or SANDF Joint Operations at this stage, are that more similar operations will be mounted to keep foreign fishing vessels from plundering South African maritime resources.",illegal fishing
Arrested Chinese vessel faces more charges – to remain in custody until fines are paid: SAMSA,"This is according to the South African Maritime Safety Authority (SAMSA) which on Wednesday (18 May 2016) announced to have found that the vessel had contravened environmental laws governing the country’s territorial waters.

In the statement, SAMSA said its investigation had established that documentation of the vessel was  in order. However, it had been found to have violated the country’s environmental laws governing the oceans. SAMSA confirmed that: “the fishing vessel was detained today and two Admission of Contraventions were issued to the master and owner of the vessel.

“The detention and fines were issued because of an unauthorised pump and flexible pipes from the engine room bilges directly over the side and that no Oil Record Book was available on board the vessel.

“This is a direct violation of our marine pollution legislation. The vessel will only be released once the two non-conformities has been rectified and detention fee paid.

“We still have to wait to see if the master and owner will accept and pay the Admission of Contraventions or prefer to go to court, in which case we will have to lay charges at the police station and allow the law to takes its course,” said SAMSA in a statement.

The organisation further said that the country’s ports authority, the Transnet National Ports Authority (TNPA) and other relevant authorities had been notified of the detention.

Earlier on Wednesday, SAMSA officials also met and briefed the Deputy Minister of Transport, Ms Sindisiwe Chikunga of their findings and determination following a visit and on board investigation of the vessel by the organisation’s surveyors on Monday afternoon.

The SAMSA findings and fines will be in addition to a set of others fines imposed on the vessel by other South African authorities including DAFF and SARS.

This followed the capture and arrest of the Chinese fishing vessel with nine crew on board on Friday last week off the coast of the Eastern Cape and berthed at the port of Cape Town.

It and several similar vessels believed to be from the same company, en route to the DR Congo were sought to be rounded up by DAFF officials for inspection following reports of suspicious behaviour, but refused.

According to DAFF, the vessels were initially rounded up and ordered to obey officials, but soon scattered and disappeared, except for the one that was eventually captured and arrested.

A DAFF spokesman, Ms Bomikazi Molapo said: “The crew claimed to have been travelling to the Democratic Republic of Congo where they claim they were going to fish and claim to have the necessary permits to do so. We have also established that this fleet of nine vessels is related and belong to the same company.”

Shortly after its berthing at the Cape Town harbour on Saturday, according to DAFF, rummaging was conducted on the captured vessel involving the South African Police Service (SAPS), the South African Revenue Services (SARS) as well as the Department of Home Affairs (DHA).

Ms Molapo said while the early investigators found no fish on board the vessel, it had however violated the country’s Marine Living Resources Act (MLRA) in that the fishing vessel entered the country’s EEZ without the authority of a valid permit.

“The vessel also contravened Section 56 (2) in that (the) Master or crew member of the fishing vessel in question, did not immediately comply with lawful instruction as given by a fishery control officer and also did not facilitate the safe boarding, entry and inspection of the fishing vessel,” she said.

Due to these violations, DAFF issued a seizure notice that will involve the vessel, its gear and equipment, stores as well as cargo.

In terms of this, the vessel will not be allowed to leave the port of Cape Town or relocate to any other berthing space within the port, unless authorized to do so by DAFF.

According to DAFF, SARS had also fined the vessel R8 000 for tobacco and cigarette related charges. SAPS was also following up and investigating a case involving the keeping of dogs in the vessel.

Meanwhile, it has since dawned that the SAMSA Centre for Sea Watch and Response (CSWR) had actually tracked a number of the vessels as soon as they were within South Africa’s territorial waters on 07 May 2016 and according to its report, the Chinese fishing vessels had left China at the end of March 2016 destined for the Congo in West Africa.

The Centre said it had tracking AIS data for only six of vessels, indicating that carriage of AIS transponders for fishing vessels was a “flag State” requirement and that not all fishing vessels carried these devices.

This notwithstanding, the Centre said it had noted that the 10 vessels were detected by MRCC Mauritius and their National Coast Guard (NCG) aircraft was launched to interrogate (them). Their identities were established as Lu Huang Yuan Yu 185, 187, 197 and 199 and these were heading towards Congo.

Six others, the Lu Huang Yuan Yu 186, 188,189,195, 198, and Xu Huo 9618 were bound for Port Louis, and arrived on 28 April before departing on 01 May after bunkering at outer anchorage.

The Centre said: “The vessels entered SA waters on 07 May; passing through territorial waters off Richards Bay about 19h00 on 08 May, and Durban on 09 May; then Port Elizabeth on 10 May and rounded Cape Agulhas on 11 May, and off Cape Town about 14h00 on 12 May heading toward Saldanha Bay area. This is a distance of about 880 miles in about 91 hours which equates to an average speed of 9,6 knots.

According to the Centre, the track data of the six vessels indicate that they entered the SA coast near Richards Bay and stayed within the territorial zone all the way and passed Cape Town in keeping with their response to the Mauritian Authority of heading to the Congo.

The Centre said following the attempted roundup of the fishing vessels for inspection by the DAFF’s coast guard vessel, the FPV Victoria Mxenge, about 25 miles SW of Saldanha, the vessels dispersed and eventually continued heading northward towards Namibian waters.

SAMSA said that Namibian authorities had since been informed about the alleged incidents in South African waters.

The latest tracks show eight of the 10 vessels off Angola, outside of their EEZ.",illegal fishing
"Tons of squid, fish found on 3 captured Chinese vessels","East London - About 600 tons of squid and other fish species have been confiscated after three foreign fishing vessels were captured at the weekend.

Following a chase at sea, the Chinese vessels were currently berthed at the East London Port.



Two foreign vessels were spotted on a navy vessel's automated identification system on the Eastern Cape coastline on Friday, Department of Agriculture, Forestry and Fisheries spokesperson Bomikazi Molapo said in a statement.

""We established that the vessels had gear on board and we verified that they had not applied to enter into our Exclusive Economic Zone, which created suspicion,"" she said.

""The seas were rough, which made it impossible for our inspectors to board the vessels. Our fishery control officers instructed the vessels through radio communication to sail to East London Port, but they did not co-operate.""

The department's patrol vessel and a navy vessel engaged in a high-speed chase to intercept the foreign vessels which were attempting to flee.

The vessels stopped and switched off their engines, but on Sunday at 02:00 restarted them and tried to flee towards the east, Molapo said.

""The two foreign vessels were followed throughout the early hours of the morning and they were intercepted again, and fortunately this time the weather had improved and the fisheries inspectors and the SA Navy officials boarded the foreign vessels.""

Fish and gear were found on both vessels without permits.

As the two vessels were escorted to East London, another foreign fishing vessel was spotted going in a different direction.

Once all three vessels had docked, law enforcement agencies conducted a thorough inspection of the vessels.

Aboard the Fu Yuan Yu 7880 was 340 tons of squid with 36 crew; on the Fu Yang Yu 7881 about 60 tons of squid were found with 34 crew; and on the Run Da 617 about 200 tons of squid and other species of fish were found with 26 crew.

""Currently all the fish holding cabins have been sealed off as required by investigation standards. As part of further investigations... all fish will be taken out of the vessels for further identification, counting and weighing,"" Molapo said.

Those apprehended faced possible charges of possession of gear without a permit, non-compliance with the instruction from the fishery control officer, and possible infringements in terms of the International Conservation and Management Measures inside or outside South African waters. Other charges may also be added.

Agriculture, Forestry and Fisheries Minister Senzeni Zokwana said the ""plundering of our marine resources"" could not be tolerated as it was a source of food security.

""The capturing of these vessels indicates our seriousness as a country to protect our territorial and exclusive economic zone,"" he said.

The South African Maritime Safety Authority would be conducting a survey of the vessels on Monday.

The inspection would consider crew safety, pollution threat, vessel safety standards and all related matters in terms of international conventions, as well as South African Maritime Law, said principal officer at the Centre for Fishing in East London, Thobile Gqabu.",illegal fishing
First on EWN:  Cape Town's sewage debacle not flushing away,"CAPE TOWN - An Eyewitness News investigation has revealed the Department of Environmental Affairs does not know how much waste is being pumped into South Africa's oceans.

The most recent estimate dates back to 2008, when some 786 million litres of polluted water was being discharged into the sea daily.

But the volume of sewage being discharged through these outlets is unknown.

The Environmental Affairs Department, which has recently taken responsibility for marine outfall pipes, said it's trying to establish the most recent figures.

Three pipes in Cape Town, disposing of untreated sewage offshore, recently made headlines when environmentalists raised concerns over the long term effects.

Researcher Glen Ashton said, ""So is it sustainable to put large amounts of human waste and nutrient into the marine environment. Around the city we're hearing significant impacts of water users, kayakers, surfers; these are all things that we need to look at again now.""

The City of Cape Town is in the process of applying for permits to keep on using the current system.

While it said the environmental effects are too minor to justify the expense of using other options, the City has admitted it has not explored alternative technologies.",waste
Selso the seal visits SA again,"Selso the seal is currently being looked after at Bayworld oceanarium in Port Elizabeth. Photo: Courtesy Greg Hofmeyer/Bayworld

PORT ELIZABETH – Marine biologist Dr Greg Hofmeyer recognized Selso the seal immediately when he saw him lying on a beach in the Cape Recife nature reserve last Saturday.

""There were strong gale force winds and Selso was lying on the beach with the sand blowing around him,” he said.

Selso the seal ashore on a beach in the Cape Recife nature reserve. Photo courtesy Greg Hofmeyer/Bayworld

Hofmeyer who is the curator of marine mammals at Bayworld in Port Elizabeth encountered Selso a year earlier when he first put a satellite-tracking device onto the southern elephant seal after it famously washed up on a beach in Southbroom, KZN in June 2013.

Data from the original satellite tracker show that Selso traveled more than 12,000kms in the last year, “We can see he swam all the way down to Antarctica then up north to Marion island and then finally up the South African east coast,” said Hofmeyer.

This map from Google Earth/MSC cruises shows Selso's journey in July this year when he reached Marion island.

Now coming ashore further down the coast in Port Elizabeth, Hofmeyer noticed his tracking device was damaged.

“I saw that he was moulting. We removed him a few days later knowing that he could be disturbed by the beach becoming more crowded,” said Hofmeyer.

Moulting is the process of the seal losing its fur. The male seal is approximately three years old and recovering in isolation at Bayworld.

“We are feeding him a varied diet of pilchards, hake and squid and he is a bit thin but generally in a good condition,” said Hofmeyer

The seal is being kept in isolation for quarantine reasons and he seems to be fine said Hofmeyer, “Seals are solitary at sea so he’s doing fine on his own.”

It’s not clear exactly why he has come ashore again said Hofmeyer. It its common for elephant seals to return to the place where they have moulted before.

The effects of climate change on rising sea level and increased ocean temperature cannot be ruled out, explained Hofmeyer.

“Global warming could impact on the movement of the seal’s prey and cause him to change his behavioral patterns but we don’t know that for sure,” he said.

Selso will be released in approximately three weeks time depending on the condition of his moulting and if his satellite tracking device is fully repaired.

MSC Cruises assisted with his release in January this year and have offered to extend its services with his release back into the sea.

David Randall, marketing manager of the cruise company, said January would be the ideal time.

“We’ve got a cruise ship that will be in Port Elizabeth on 27 January 2015 and if this works for Selso and the team looking after him we’ll be ready to help,” he said.",sea life
Warning: Red tide along the West Coast,"The Department of Agriculture, Forestry and Fisheries (DAFF) issued a red tide warning during the first week of February saying that it is monitoring an algal bloom that extents from Dwarskerbos  to north of the Olifants River.

Algal blooms are caused when south-easterly winds bring nutrients from the sea bottom to the surface. The event, known as upwelling, causes a population eruption in plankton. The density of the algal bloom turns the ocean’s surface red to brown. Over time algal blooms naturally die off and get dispersed. In the case of Elands Bay, calm and relatively warm oceanic conditions have resulted in a proliferation and congregation of decomposing bacteria that have, through the breakdown of dead algae, depleted the available oxygen in the water. This has caused the walk out of about 200 tons of West coast lobster since the past weekend. Municipal and DAFF officials as well as volunteers have been part of a rescue mission to relocate salvaged lobster.

Until DAFF has the results, the public is cautioned against the collection for consumption of mussels, oysters, clams, bait and any other filter feeding shellfish north of Cape Columbine, as these organisms could be highly toxic and extremely dangerous.",red tide
Suspicious vessels at sea raise concern,"Durban – Nine suspicious vessels that are suspected of illegal fishing have been spotted around Durban, Port St and Cape Recife this week.

The vessels were first seen on Thursday by the Department of Agriculture, and Fisheries which decided to monitor them.

Department spokesperson  Molapo said the activities of these vessels seemed suspicious. A patrol boat was sent out to search for them.

the vessels agreed to co-operate and be escorted to Saldanha port but they started dispersing in different directions on Thursday evening.

“This made it harder for our vessel to give chase. Our vessel kept of one of the vessels and captured and boarded it escorting it to the port of Cape Town.”

Defence Minister Nosiviwe Nqakula instructed the South African Navy to assist in the chase.

The Western Cape police are also helping.

",illegal fishing
Navy plays major role in impounding 600 tons of squid and other fish as well as foreign trawlers,"Navy plays major role in impounding 600 tons of squid and other fish as well as foreign trawlers

The three foreign fishing vessels, escorted into East London harbour earlier this week by the SA Navy replenishment vessel and the DAFF vessel, Sarah Baartman, were carrying 600 tons of squid as well as other fish caught illegally.The vessels have been inspected and searched by a team comprising representatives of the SA Police Service, SARS Customs, Department of Home Affairs (Immigration) and the SA Maritime Safety Authority (SAMSA).The vessels - Fu Yuan Yu 7880, Fu Yuan Yu 7881 and Run Da 617 – were picked up off the coast of East London using the Automated Identification System (AIS) fitted on the SAS Drakensberg (A301). According to the Department of Agriculture, Forestry and Fisheries (DAFF), the lead agency in the operation, it was established that the foreign vessels had “gear on board and had not applied to enter South Africa’s exclusive economic zone (EEZ)”.Rough seas made boarding impossible and fishery control officers maintained radio contact with the Chinese trawlers. When they increased speed the Drakensberg and Sarah Baartman responded and intercepted before taking up position for escort duties to East London.The sighting and reaction to the illegal presence of foreign vishing vessels in South African waters has again highlighted the importance of proper patrolling to prevent illegal fishing and poaching of maritime resources – a major component of the blue economy sector of Operation Phakisa.DAFF is tasked with fisheries protection and this is the tasking assigned to its three inshore protection vessels (IPVs) and the single offshore protection vessel (OPV). The IPVs are Lillian Ngoyi, Ruth First and Victoria Mxenge launched between November 2004 and June 2005.They are each capable of operating up to 200 nautical miles from the coast and can work comfortably in tropical waters. They are designed to stay at sea for up to 14 days and have a range of 3 500 nautical miles at 15 knots. They are each equipped with a 7,5m rigid inflatable boat.In addition to their role as fisheries protection vessels, they are equipped to carry out sea rescues and disperse oil spills. They are each fitted with a powerful firefighting monitor as well as 10 000 litres of oil dispersant chemicals.RIBs on board allow fisheries protection officers to board and inspect fishing boats. The IPVs are also deployed as rescue craft, or to allow inspectors to move close inshore at high speeds.Sarah Baartman, an 80m OPV, was delivered to South Africa from the Netherlands in 2004. She is the largest in South Africa’s fleet of fisheries protection vessels. The Sarah Baartman has been designed to patrol in the vicinity of Prince Edward and Marion Islands and monitors fishing activities on the high seas.Sarah Baartman has a range of 7 500 nautical miles at 15 knots and can remain at sea for up to 45 days. Her top speed is 22 knots. She is also equipped for oil spill counter-measure work, firefighting and search and rescue operations. She has limited towing capacity.Sarah Baartman has the capacity to land and refuel a helicopter and can launch two 7,5 m inflatable craft. A small onboard hospital provides medical facilities.The small size of the DAFF fleet saw it call on the maritime arm of the SA National Defence Force (SANDF) for assistance in the latest and currently still underway tasking. The SA Navy despatched the Valour Class frigate SAS Amatola (F145) which was joined by Drakensberg a few days later.To date the operation has seen four foreign fishing trawlers impounded.",illegal fishing
3 Chinese vessels escorted to EC harbour on suspicion of illegal fishing,"CAPE TOWN - Three Chinese trawlers, suspected of illegally fishing in South African waters, have been escorted to East London harbour.

The vessels were detected at the weekend.

The Fisheries Department's Bomikazi Molapo says initially only two vessels were being monitored.

""On their way, while they were escorting the two vessels, they came across a third vessel which was also an illegal vessel. All three of the vessels have been escorted to the Port of East London. The vessels docked last night and have been thoroughly inspected.""

Earlier this month, authorities escorted another suspicious vessel to Cape Town harbour.",illegal fishing
Double digit increase in maritime sector budget allocation is a sign of Government commitment,"In her budget vote for the 2016/17 financial year presented to Parliament recently, Minister of Transport Ms Dipuo Peters said that the maritime sector’s budget allocation had been raised from R111-million in the previous year to R122-million in the current, an increase of 10%.

This was more than twice the increase the Department of Transport received for its total budget, which rose about 4% from R53.5-billion in the previous year to R56-billion in the 2016/16 financial year.

Naturally, the bulk of the department’s budget allocation went to road transport (R24.7-billion), rail transport (R19-billion), public transport (R11.7-billion), with civil aviation and maritime allocated R253-million and R122-million respectively.

The figures reflect increases of approximately nine (9) percent for road transport, four (4) percent for rail transport, two (2) percent for public transport, 69% for civil aviation and 10% for maritime sector.

According to Ms Peters in her budget vote on May 10, the double-digit budget increase in the allocation to the maritime sector reflects the increasing focus the country now has on development of the sector for transformation and formal integration in the main economy.

She noted specifically the role played by the South Africa Maritime Safety Authority (SAMSA) in this regard and whose visionary and pioneering role over the last few years had contributed immensely to among others things, the launch of Operation Phakisa: Ocean Economy and the latter whose six labs are currently at work developing focused strategies for rapid development of the sector.

Ms Peters told Parliament that: “Ladies and Gentlemen, fellow South Africans; in the last two years the country increased its focus on the opportunities our more 3000km of coastline provide when Operation Phakisa; Oceans Economy was launched.

“This then called for the DoT and other departments to align strategic, legislative, policy and regulatory frameworks. This was done both for governance and economic reasons.

“The South African Maritime Safety Authority (SAMSA) has wasted no time in embracing this groundbreaking economic stream.

“SAMSA has struck a partnership with the Nelson Mandela Metropolitan University and the Department of Higher Education in a National Cadetship Programme. This has resulted in one hundred and twenty-four (124) cadets being placed on eighteen (18) partner vessels.”

She further noted that the establishment of the country’s Ports Regulator had begun to make positive impacts, noting that: “A strategy to make doing business with our South African ports attractive, has seen zero percent (0%) increase on all cargo dues – thanks to the Ports Regulator South Africa. In support of drought relief and its impact on food prices, maize cargo dues for the first 5 million tons will be discounted by 50% in 2016/17 financial year.”",development
